Player,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate
A Bhattarai (NEPAL),2014-2014,2014,2014,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
U Bhatti (CAN),2008-2010,2008,2010,2,7,7,0,0,0,0,0,0,0,0.00,0.00,0.00
Bilal Ahmed (Serb),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
IS Billcliff (CAN),2010-2010,2010,2010,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
STR Binny (INDIA),2015-2016,2015,2016,1,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
K Birkenstock (NAM),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
KK Bishnoi (),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
CC Blake (VAN),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
AM Blignaut (ZIM),2010-2010,2010,2010,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
GH Bodi (SA),2007-2007,2007,2007,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
N Boje (SA),2005-2005,2005,2005,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
NE Bonner (WI),2011-2012,2011,2012,1,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
CJ Boyce (AUS),2014-2016,2014,2016,2,7,7,0,0,0,0,0,0,0,0.00,0.00,0.00
TS Braat (NL),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
DL Brangman (BMUDA),2019-2019,2019,2019,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
DR Brown (SCOT),2007-2007,2007,2007,0,2,1,0,0,0,0,0,0,0,0.00,0.00,0.00
P Buccimazza (PORT),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
NB Budayair (NEPAL),2014-2014,2014,2014,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
A Bulow (DEN),2019-2019,2019,2019,0,2,1,0,0,0,0,0,0,0,0.00,0.00,0.00
CG Burnett (SCOT),2013-2013,2013,2013,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
S Byrne (MALTA),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
G Caisley (),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
HL Carlyon (JER),2019-2019,2019,2019,0,9,9,0,0,0,0,0,0,0,0.00,0.00,0.00
A Carthew (Chile),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
T Caruana (GIBR),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
D Cato (Caym),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
JJ Celestine (BMUDA),2008-2008,2008,2008,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
DL Chahar (INDIA),2018-2019,2018,2019,1,10,10,0,0,0,0,0,0,0,0.00,0.00,0.00
RD Chahar (INDIA),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Charanjeet Singh (ITA),2019-2019,2019,2019,0,3,2,0,0,0,0,0,0,0,0.00,0.00,0.00
G Chaturvedi (MALTA),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
M Chauhan (Fin),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
VB Chikkannaiah (GER),2019-2019,2019,2019,0,7,7,0,0,0,0,0,0,0,0.00,0.00,0.00
Chirag Suri (UAE),2018-2019,2018,2019,1,7,7,0,0,0,0,0,0,0,0.00,0.00,0.00
S Chophel (BHU),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
DO Christian (WI),2011-2011,2011,2011,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
I Civric (Serb),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
GL Cloete (SA),2018-2019,2018,2019,1,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
FRJ Coleman (SCOT),2013-2013,2013,2013,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
NG Collins (Fin),2019-2019,2019,2019,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
MNR Cooray (Mald),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
M Cope (LUX),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
SJ Cotter (Samoa),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
MS Crane (ENG),2017-2017,2017,2017,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
SM Curran (ENG),2019-2019,2019,2019,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
D Daesrath (CAN),2013-2013,2013,2013,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
H Dajc (Serb),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
S Dalton (CZK-R),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
I Danladi (NGA),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
H Davids (SA),2012-2013,2012,2013,1,9,9,0,0,0,0,0,0,0,0.00,0.00,0.00
S Davizi (CZK-R),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Dawlat Ahmadzai (AFG),2010-2010,2010,2010,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
DC Delany (IRE),2019-2019,2019,2019,0,8,8,0,0,0,0,0,0,0,0.00,0.00,0.00
D de la Puente (Peru),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
PA Desai (CAN),2012-2012,2012,2012,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
ST de Silva (SL),2017-2017,2017,2017,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
BJ Diamanti (NZ),2009-2009,2009,2009,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
V Dikov (),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
LHD Dilhara (SL),2008-2008,2008,2008,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
SDJJ Dima (Moz),2019-2019,2019,2019,0,4,3,0,0,0,0,0,0,0,0.00,0.00,0.00
N Dipakkumar Patel (PNM),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
HH Dippenaar (SA),2006-2006,2006,2006,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
M Dixit (LUX),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
A Djorovic (Serb),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
XJ Doherty (AUS),2012-2013,2012,2013,1,11,11,0,0,0,0,0,0,0,0.00,0.00,0.00
JN Dorji (BHU),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
K Dorji (BHU),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
RM Dorji (BHU),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
U Dorji (BHU),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
TM Dowlin (WI),2009-2010,2009,2010,1,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
R Dravid (INDIA),2011-2011,2011,2011,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
BM Duckett (ENG),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
B Dugic (Serb),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
J Dunn (VAN),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
PS Eaglestone (IRE),2010-2010,2010,2010,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
KR Ebanks (Caym),2019-2019,2019,2019,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
Ehsan Nawaz (HKG),2014-2017,2014,2017,3,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
AM Ellis (NZ),2012-2013,2012,2013,1,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
C Emmott (Chile),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
RR Emrit (WI),2018-2018,2018,2018,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Faizan Asif (UAE),2014-2015,2014,2015,1,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
Fakhrul Mohon (PORT),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Fawad Ahmed (AUS),2013-2013,2013,2013,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Fazal Niazai (AFG),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
H Fennell (Arg),2019-2019,2019,2019,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
B Fernando (SL),2015-2015,2015,2015,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
BOP Fernando (SL),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
MVT Fernando (SL),2017-2017,2017,2017,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Fiaz Ahmad (KUW),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Fida Hussain (ITA),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
R Flannigan (SCOT),2012-2012,2012,2012,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
P Florin (ROM),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
KK Flowers (Blz),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
C Floyd (NL),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
BC Fortuin (SA),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
AR Gandhi (KENYA),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
D Ganga (WI),2006-2006,2006,2006,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
MD Garratt (GIBR),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Garret Banner (Blz),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
SP Gauchan (NEPAL),2014-2015,2014,2015,1,9,9,0,0,0,0,0,0,0,0.00,0.00,0.00
A Gavde (Caym),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
R Gaznavi (SGP),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
B Geeves (AUS),2009-2009,2009,2009,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
L Gharasim (ROM),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
JN Gillespie (AUS),2005-2005,2005,2005,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
O Goker (TKY),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
GF Gomes (Moz),2019-2019,2019,2019,0,7,6,0,0,0,0,0,0,0,0.00,0.00,0.00
M Goonetilleke (MALTA),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
D Gough (ENG),2005-2006,2005,2006,1,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
S Goustis (),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
L Gregory (ENG),2019-2019,2019,2019,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
R Gunasekera (CAN),2012-2013,2012,2013,1,8,8,0,0,0,0,0,0,0,0.00,0.00,0.00
HF Gurney (ENG),2014-2014,2014,2014,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
AJ Hall (SA),2006-2006,2006,2006,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
PSP Handscomb (AUS),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Hardev Singh (Chile),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Haroon Arshad (HKG),2019-2019,2019,2019,0,10,10,0,0,0,0,0,0,0,0.00,0.00,0.00
Haroon Mughal (MALTA),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
LHB Harrington-Myers (Caym),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
RJ Harris (AUS),2010-2010,2010,2010,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
SM Harwood (AUS),2007-2009,2007,2009,2,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Hasheem Shahzad (MALTA),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Hashmatullah Shahidi (AFG),2013-2013,2013,2013,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Hassan Rasheed (Mald),2019-2019,2019,2019,0,8,8,0,0,0,0,0,0,0,0.00,0.00,0.00
RJ Hatchman (GIBR),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Hayatullah Niazi (NOR),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
H Helva (TKY),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
DL Hemp (BMUDA),2008-2008,2008,2008,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
T Henderson (SA),2006-2006,2006,2006,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
PD Hennessy (ESP),2019-2019,2019,2019,0,8,8,0,0,0,0,0,0,0,0.00,0.00,0.00
HMRKB Herath (SL),2011-2016,2011,2016,5,17,17,0,0,0,0,0,0,0,0.00,0.00,0.00
BW Hilfenhaus (AUS),2007-2012,2007,2012,5,7,7,0,0,0,0,0,0,0,0.00,0.00,0.00
J Hill (PHI),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
H Hiri (PNG),2016-2019,2016,2019,3,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
J Hirschi (MALTA),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
PA Hitchcock (NZ),2008-2008,2008,2008,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
KC Hodsoll (BMUDA),2008-2008,2008,2008,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
S Hongsi (THAI),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
PJ Hughes (AUS),2014-2014,2014,2014,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
EH Hutchinson (USA),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Ibrahim Khan (Saudi),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Iftikhar Anjum (PAK),2007-2009,2007,2009,2,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Ijaz Hussain (ROM),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Imam-ul-Haq (PAK),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Imran Ali Butt (BAH),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Imran Bulbulia (PNM),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Imran Khan (PORT),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
RK Inampud (Mex),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Inzamam-ul-Haq (PAK),2006-2006,2006,2006,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
AJ Ireland (ZIM),2006-2006,2006,2006,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Irfan Bhima (MWI),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Irfan Mir (Chile),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
E Isaneez (UGA),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
B Ivanov (),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
D Jakiel (ZIM),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
NA Janes (THAI),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
T Jamtsho (BHU),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Javed Ahmadi (AFG),2012-2017,2012,2017,5,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Javed Maroofkhail (NOR),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
CU Jayasinghe (SL),2009-2010,2009,2010,1,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
P Jayeshbhai Patel (PNM),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Jay Odedra (OMAN),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
JS Jesani (KENYA),2007-2007,2007,2007,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
HJ Jordaan (THAI),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
GJ Joseph (Blz),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
K Joshi (Aut),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Jubair Hossain (BDESH),2015-2015,2015,2015,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Junaid Khan (PAK),2011-2014,2011,2014,3,9,9,0,0,0,0,0,0,0,0.00,0.00,0.00
S Jyoti (CAN),2008-2008,2008,2008,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Kaleemullah (OMAN),2017-2019,2017,2019,2,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
G Kaltongga (VAN),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
S Randiv (SL),2010-2011,2010,2011,1,7,7,0,0,0,0,0,0,0,0.00,0.00,0.00
TP Kamungozi (ZIM),2014-2014,2014,2014,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
S Kansoy (TKY),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
A Karn (NEPAL),2015-2015,2015,2015,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
M Kartik (INDIA),2007-2007,2007,2007,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
E Katchay (CAN),2008-2008,2008,2008,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
S Kaul (INDIA),2018-2019,2018,2019,1,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
HB Kayondo (UGA),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
D Kegasitswe (Botsw),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
SKW Kelly (BMUDA),2008-2008,2008,2008,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
P Kerai (KENYA),2019-2019,2019,2019,0,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
A Khan (ENG),2009-2009,2009,2009,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
B Khumalo (Botsw),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Khurram Manzoor (PAK),2016-2016,2016,2016,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Khushdil Shah (PAK),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
JH Kiani (PHI),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
GE Kidd (IRE),2010-2010,2010,2010,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
VJ Kingma (NL),2016-2019,2016,2019,3,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
RJ Kirtley (ENG),2007-2007,2007,2007,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
S Kizilkaya (TKY),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
MF Koc (TKY),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
AC Kose (TKY),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
A Krishna (SGP),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
GJP Kruger (SA),2006-2006,2006,2006,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
DS Kulkarni (INDIA),2016-2016,2016,2016,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
CBRLS Kumara (SL),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Kushal Malla (NEPAL),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
GA Lamb (ZIM),2010-2010,2010,2010,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
T Langa (VAN),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
E Leie (SA),2015-2015,2015,2015,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
RDM Leverock (BMUDA),2008-2008,2008,2008,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
I Lisboa (Chile),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
LS Livingstone (ENG),2017-2017,2017,2017,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
CA Liyanage (Mald),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
K Loday (BHU),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
J Louw (SA),2008-2009,2008,2009,1,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
L Louwrens (NAM),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Lucky Ali (DEN),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
NM Lyon (AUS),2016-2018,2016,2018,2,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
RT Lyons (SCOT),2010-2010,2010,2010,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
AM McCarthy (WI),2018-2018,2018,2018,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
NFI McCallum (SCOT),2007-2010,2007,2010,3,11,10,0,0,0,0,0,0,0,0.00,0.00,0.00
OC McCoy (WI),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
AJ McKay (NZ),2010-2010,2010,2010,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
CJ McKay (AUS),2010-2013,2010,2013,3,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
ND McKenzie (SA),2006-2009,2006,2009,3,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
DSK Madushanka (SL),2018-2018,2018,2018,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
LD Madushanka (SL),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
RP Magar (NEPAL),2014-2015,2014,2015,1,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
R Mahajan (PHI),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
C Mahoney (Peru),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
Mamoon Latif (Belg),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
G Manan (ROM),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
D Manani (ROM),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
M Markande (INDIA),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
D Marks (MALTA),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
JAH Marshall (NZ),2005-2008,2005,2008,3,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
JL Martel (GUE),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
B Masaba (UGA),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
MJ Mason (NZ),2006-2008,2006,2008,2,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
N Master (Botsw),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
ZE Matsinhe (Moz),2019-2019,2019,2019,0,7,6,0,0,0,0,0,0,0,0.00,0.00,0.00
V Mbazo (Botsw),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
GJ McCarter (IRE),2015-2015,2015,2015,0,3,2,0,0,0,0,0,0,0,0.00,0.00,0.00
BJ McCarthy (IRE),2017-2018,2017,2018,1,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
Z McLaughlin (Caym),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
A Mehmood (HKG),2016-2016,2016,2016,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Mehrab Hossain jnr (BDESH),2008-2009,2008,2009,1,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
D Mejia (CRC),2019-2019,2019,2019,0,3,3,0,0,0,0,0,0,0,0.00,0.00,0.00
K Mendon (CZK-R),2019-2019,2019,2019,0,6,6,0,0,0,0,0,0,0,0.00,0.00,0.00
JH Mensah (Ghana),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
DP Michael (Samoa),2019-2019,2019,2019,0,4,4,0,0,0,0,0,0,0,0.00,0.00,0.00
Michael Nazir (MALTA),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Mihusan Hamid (Mald),2019-2019,2019,2019,0,1,1,0,0,0,0,0,0,0,0.00,0.00,0.00
Mirza Ahsan (Aut),2019-2019,2019,2019,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
Mohamed Arief (MAL),2019-2019,2019,2019,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
Mohameed Taiwo (NGA),2019-2019,2019,2019,0,2,2,0,0,0,0,0,0,0,0.00,0.00,0.00
Mohammad Adnan (Saudi),2019-2019,2019,2019,0,5,5,0,0,0,0,0,0,0,0.00,0.00,0.00
