Player,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate
A Lark (Aut),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
LC Le Tissier (GUE),2019-2019,2019,2019,0,9,9,2,2,0,0,2,2 (2ct 0st),0.222,0.22,0.22,0.00
JB Little (IRE),2016-2019,2016,2019,3,11,11,2,2,0,0,2,1 (1ct 0st),0.181,0.18,0.18,0.00
MF Maharoof (SL),2006-2016,2006,2016,10,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
NA Maiolo (ITA),2019-2019,2019,2019,0,8,7,2,2,0,0,2,1 (1ct 0st),0.285,0.25,0.25,0.00
DJ Malan (ENG),2017-2019,2017,2019,2,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
JN Malan (SA),2019-2019,2019,2019,0,2,2,2,2,0,0,2,1 (1ct 0st),1,1.00,1.00,0.00
A Manousis (),2019-2019,2019,2019,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
Mansoor Amjad (PAK),2008-2008,2008,2008,0,1,1,2,2,0,0,2,2 (2ct 0st),2,2.00,2.00,0.00
A Martin (WI),2011-2011,2011,2011,0,1,1,2,2,0,0,2,2 (2ct 0st),2,2.00,2.00,0.00
SW Masakadza (ZIM),2010-2013,2010,2013,3,7,7,2,2,0,0,2,1 (1ct 0st),0.285,0.29,0.29,0.00
WT Mashinge (ZIM),2019-2019,2019,2019,0,2,2,2,2,0,0,2,2 (2ct 0st),1,1.00,1.00,0.00
NO Miller (WI),2009-2014,2009,2014,5,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
SF Mire (ZIM),2018-2019,2018,2019,1,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
Mohammad Ghazanfar (HKG),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
Mohammad Naim (BDESH),2019-2019,2019,2019,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
Mohammad Salman (PAK),2011-2011,2011,2011,0,1,1,2,1,1,1,0,2 (1ct 1st),2,1.00,2.00,1.00
Mohammed Asghar (KUW),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
Mohammed Nurji (MWI),2019-2019,2019,2019,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
RS Morton (WI),2006-2010,2006,2010,4,7,7,2,2,0,0,2,1 (1ct 0st),0.285,0.29,0.29,0.00
Muhammad Kashif (KUW),2019-2019,2019,2019,0,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
Muhammad Nadeem (Saudi),2019-2019,2019,2019,0,5,5,2,2,0,0,2,2 (2ct 0st),0.4,0.40,0.40,0.00
RG Mukasa (UGA),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
Mukhtar Ahmed (PAK),2015-2015,2015,2015,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
J Mulder (IRE),2016-2017,2016,2017,1,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
G Murali (CRC),2019-2019,2019,2019,0,3,3,2,2,0,2,0,1 (1ct 0st),0.666,0.67,0.67,0.00
Murid Ekrami (Belg),2019-2019,2019,2019,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
TK Musakanda (ZIM),2018-2018,2018,2018,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
LA Musiani (Arg),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
CT Mutombodzi (ZIM),2013-2019,2013,2019,6,13,13,2,2,0,0,2,1 (1ct 0st),0.153,0.15,0.15,0.00
B Muzarabani (ZIM),2018-2018,2018,2018,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
Naeem Islam (BDESH),2008-2013,2008,2013,5,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
Nanda Kumar (CRC),2019-2019,2019,2019,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
N Nankov (),2019-2019,2019,2019,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
Naved-ul-Hasan (PAK),2006-2010,2006,2010,4,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
Nawazish Jezuli (Saudi),2019-2019,2019,2019,0,1,1,2,2,0,2,0,2 (2ct 0st),2,2.00,2.00,0.00
Najmul Hossain Shanto (BDESH),2019-2019,2019,2019,0,2,2,2,2,0,0,2,1 (1ct 0st),1,1.00,1.00,0.00
Nazmul Islam (BDESH),2018-2018,2018,2018,0,13,13,2,2,0,0,2,1 (1ct 0st),0.153,0.15,0.15,0.00
Nazwan Ismail (Mald),2019-2019,2019,2019,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
P Negi (INDIA),2016-2016,2016,2016,0,1,1,2,2,0,0,2,2 (2ct 0st),2,2.00,2.00,0.00
K Nestor (GIBR),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
G Nikitas (),2019-2019,2019,2019,0,2,2,2,0,2,0,0,2 (0ct 2st),1,0.00,1.00,1.00
Noor Momand (Belg),2019-2019,2019,2019,0,2,2,2,2,0,2,0,1 (1ct 0st),1,1.00,1.00,0.00
F Nsubuga (UGA),2019-2019,2019,2019,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
M Ntini (SA),2005-2011,2005,2011,6,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
GH O'Brien (BMUDA),2008-2019,2008,2019,11,11,11,2,2,0,0,2,1 (1ct 0st),0.181,0.18,0.18,0.00
SA Okpe (NGA),2019-2019,2019,2019,0,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
LN Oluoch (KENYA),2013-2019,2013,2019,6,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
AA Onikoyi (NGA),2019-2019,2019,2019,0,9,9,2,2,0,2,0,1 (1ct 0st),0.222,0.22,0.22,0.00
E Otieno (KENYA),2012-2019,2012,2019,7,18,18,2,2,0,0,2,1 (1ct 0st),0.111,0.11,0.11,0.00
KO Otieno (KENYA),2008-2008,2008,2008,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
HC Overdijk (NL),2018-2019,2018,2019,1,4,3,2,2,0,0,2,2 (2ct 0st),0.666,0.50,0.50,0.00
AM Oyede (NGA),2019-2019,2019,2019,0,8,8,2,2,0,0,2,2 (2ct 0st),0.25,0.25,0.25,0.00
T Panyangara (ZIM),2013-2016,2013,2016,3,14,14,2,2,0,0,2,1 (1ct 0st),0.142,0.14,0.14,0.00
AE Paraam (SGP),2019-2019,2019,2019,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
SD Parry (ENG),2014-2015,2014,2015,1,5,5,2,2,0,0,2,2 (2ct 0st),0.4,0.40,0.40,0.00
IK Pathan (INDIA),2006-2012,2006,2012,6,24,23,2,2,0,0,2,1 (1ct 0st),0.086,0.08,0.08,0.00
KMA Paul (WI),2018-2019,2018,2019,1,18,18,2,2,0,0,2,1 (1ct 0st),0.111,0.11,0.11,0.00
T Perera (Botsw),2019-2019,2019,2019,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
JE Pitcher (BMUDA),2019-2019,2019,2019,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
OL Pitcher (BMUDA),2008-2008,2008,2008,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
SM Pollock (SA),2005-2008,2005,2008,3,12,12,2,2,0,0,2,1 (1ct 0st),0.166,0.17,0.17,0.00
NS Poonia (SCOT),2007-2010,2007,2010,3,8,7,2,2,0,0,2,1 (1ct 0st),0.285,0.25,0.25,0.00
A Poulose (OMAN),2017-2017,2017,2017,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
DBL Powell (WI),2007-2007,2007,2007,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
AD Poynter (IRE),2012-2016,2012,2016,4,19,17,2,2,0,0,2,1 (1ct 0st),0.117,0.11,0.11,0.00
A Pusthay (Fin),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
Qadeer Ahmed (UAE),2015-2019,2015,2019,4,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
Raees Ahmadzai (AFG),2010-2010,2010,2010,0,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
Raag Kapur (HKG),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
S Rakshit (CZK-R),2019-2019,2019,2019,0,7,7,2,2,0,0,2,1 (1ct 0st),0.285,0.29,0.29,0.00
R Rampaul (WI),2007-2015,2007,2015,8,23,23,2,2,0,0,2,1 (1ct 0st),0.086,0.09,0.09,0.00
Raza-ur-Rehman (CAN),2012-2013,2012,2013,1,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
Raza Hasan (PAK),2012-2014,2012,2014,2,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
DJ Reekers (NL),2008-2009,2008,2009,1,6,5,2,2,0,0,2,1 (1ct 0st),0.4,0.33,0.33,0.00
GA Reynold (Blz),2019-2019,2019,2019,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
LH Rodrigues (),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
R Rohan (SGP),2019-2019,2019,2019,0,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
S Rossi (Arg),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
Saber Zakhil (Belg),2019-2019,2019,2019,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
S Saeed (Mald),2019-2019,2019,2019,0,5,5,2,2,0,0,2,2 (2ct 0st),0.4,0.40,0.40,0.00
Sagar Pun (NEPAL),2014-2015,2014,2015,1,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
Sahibzada Farhan (PAK),2018-2018,2018,2018,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
J Salazar (Peru),2019-2019,2019,2019,0,2,2,2,2,0,0,2,1 (1ct 0st),1,1.00,1.00,0.00
Saqib Zulfiqar (NL),2018-2019,2018,2019,1,6,6,2,2,0,0,2,2 (2ct 0st),0.333,0.33,0.33,0.00
A Sathya (Mex),2019-2019,2019,2019,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
V Sehwag (INDIA),2006-2012,2006,2012,6,19,18,2,2,0,0,2,1 (1ct 0st),0.111,0.11,0.11,0.00
Shaikh Ashraf (Peru),2019-2019,2019,2019,0,4,4,2,2,0,0,2,2 (2ct 0st),0.5,0.50,0.50,0.00
Shakeel Ansar (PAK),2012-2012,2012,2012,0,2,2,2,1,1,1,0,2 (1ct 1st),1,0.50,1.00,0.50
PH Shamdasani (Peru),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
Shamsur Rahman (BDESH),2013-2014,2013,2014,1,9,8,2,2,0,0,2,1 (1ct 0st),0.25,0.22,0.22,0.00
V Shankar (INDIA),2018-2019,2018,2019,1,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
Shoaib Akhtar (PAK),2006-2010,2006,2010,4,15,15,2,2,0,0,2,1 (1ct 0st),0.133,0.13,0.13,0.00
Shoaib Ali (Saudi),2019-2019,2019,2019,0,5,5,2,2,0,0,2,2 (2ct 0st),0.4,0.40,0.40,0.00
Shoaib Qureshi (Fin),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
Sidhant Singh (SGP),2019-2019,2019,2019,0,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
RP Singh (INDIA),2007-2009,2007,2009,2,10,9,2,2,0,0,2,1 (1ct 0st),0.222,0.20,0.20,0.00
L Sipamla (SA),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
S Smith (BMUDA),2019-2019,2019,2019,0,5,5,2,2,0,2,0,1 (1ct 0st),0.4,0.40,0.40,0.00
S Snater (NL),2018-2019,2018,2019,1,13,12,2,2,0,0,2,1 (1ct 0st),0.166,0.15,0.15,0.00
Sohag Gazi (BDESH),2012-2015,2012,2015,3,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
CA Soper (PNG),2015-2019,2015,2019,4,13,13,2,2,0,0,2,1 (1ct 0st),0.153,0.15,0.15,0.00
S Sreesanth (INDIA),2006-2008,2006,2008,2,10,9,2,2,0,0,2,2 (2ct 0st),0.222,0.20,0.20,0.00
H Srinivasan (GER),2019-2019,2019,2019,0,1,1,2,1,1,1,0,2 (1ct 1st),2,1.00,2.00,1.00
JH Stander (SCOT),2009-2012,2009,2012,3,11,11,2,2,0,0,2,1 (1ct 0st),0.181,0.18,0.18,0.00
F Stoman (PORT),2019-2019,2019,2019,0,4,4,2,1,1,1,0,2 (1ct 1st),0.5,0.25,0.50,0.25
DC Stovell (BMUDA),2019-2019,2019,2019,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
GM Strydom (Caym),2019-2019,2019,2019,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
JTS Sumerauer (JER),2019-2019,2019,2019,0,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
K Suttisan (THAI),2019-2019,2019,2019,0,2,2,2,2,0,0,2,2 (2ct 0st),1,1.00,1.00,0.00
Syed Aziz (MAL),2019-2019,2019,2019,0,14,13,2,2,0,0,2,1 (1ct 0st),0.153,0.14,0.14,0.00
Tahir Dar (BAH),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
Tauqeer Hussain (ESP),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
WU Tharanga (SL),2006-2018,2006,2018,12,26,26,2,2,0,0,2,1 (1ct 0st),0.076,0.08,0.08,0.00
J Theron (SA),2010-2012,2010,2012,2,9,9,2,2,0,0,2,1 (1ct 0st),0.222,0.22,0.22,0.00
RA Thomas (CAN),2019-2019,2019,2019,0,8,8,2,2,0,0,2,1 (1ct 0st),0.25,0.25,0.25,0.00
GJ Thompson (IRE),2016-2019,2016,2019,3,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
T Thushara (SL),2008-2010,2008,2010,2,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
DT Tiripano (ZIM),2016-2019,2016,2019,3,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
MK Tiwary (INDIA),2011-2012,2011,2012,1,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
JC Tredwell (ENG),2012-2014,2012,2014,2,17,16,2,2,0,0,2,1 (1ct 0st),0.125,0.12,0.12,0.00
ME Trescothick (ENG),2005-2006,2005,2006,1,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
T Tshose (Botsw),2019-2019,2019,2019,0,2,2,2,2,0,0,2,1 (1ct 0st),1,1.00,1.00,0.00
E Ul Haq (NOR),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
Umar Adam (Mald),2019-2019,2019,2019,0,11,11,2,2,0,0,2,1 (1ct 0st),0.181,0.18,0.18,0.00
RV Uthappa (INDIA),2007-2015,2007,2015,8,13,12,2,2,0,1,1,1 (1ct 0st),0.166,0.15,0.15,0.00
R van der Merwe (Arg),2019-2019,2019,2019,0,5,5,2,2,0,0,2,1 (1ct 0st),0.4,0.40,0.40,0.00
S Vashisht (ROM),2019-2019,2019,2019,0,3,3,2,2,0,0,2,1 (1ct 0st),0.666,0.67,0.67,0.00
Vichanath Singh (THAI),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
Vinod Kumar (ESP),2019-2019,2019,2019,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
BV Vitori (ZIM),2012-2016,2012,2016,4,11,11,2,2,0,0,2,1 (1ct 0st),0.181,0.18,0.18,0.00
Waheed Ahmed (UAE),2019-2019,2019,2019,0,10,10,2,2,0,0,2,1 (1ct 0st),0.2,0.20,0.20,0.00
SR Welsh (CAN),2008-2008,2008,2008,0,1,1,2,2,0,0,2,2 (2ct 0st),2,2.00,2.00,0.00
AR White (IRE),2008-2012,2008,2012,4,18,17,2,2,0,0,2,1 (1ct 0st),0.117,0.11,0.11,0.00
CG Williams (NAM),2019-2019,2019,2019,0,13,13,2,2,0,0,2,1 (1ct 0st),0.153,0.15,0.15,0.00
OR Willis (Caym),2019-2019,2019,2019,0,3,3,2,1,1,0,1,1 (1ct 0st),0.666,0.33,0.67,0.33
C Wright (Caym),2019-2019,2019,2019,0,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
Yasar Haroon (),2019-2019,2019,2019,0,4,4,2,2,0,0,2,1 (1ct 0st),0.5,0.50,0.50,0.00
Yusuf Ebrahim (PNM),2019-2019,2019,2019,0,3,3,2,2,0,0,2,2 (2ct 0st),0.666,0.67,0.67,0.00
Zahoor Khan (UAE),2017-2019,2017,2019,2,18,18,2,2,0,0,2,1 (1ct 0st),0.111,0.11,0.11,0.00
C Zhuwao (ZIM),2008-2018,2008,2018,10,7,7,2,2,0,0,2,1 (1ct 0st),0.285,0.29,0.29,0.00
Zishan Shah (DEN),2019-2019,2019,2019,0,6,4,2,2,0,0,2,1 (1ct 0st),0.5,0.33,0.33,0.00
B Zuiderent (NL),2009-2010,2009,2010,1,6,6,2,2,0,0,2,1 (1ct 0st),0.333,0.33,0.33,0.00
M Abdulla (MWI),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Abdul Shakoor (UAE),2015-2019,2015,2019,4,6,6,1,0,1,0,0,1 (0ct 1st),0.166,0.00,0.17,0.17
Abdul Wahid (Saudi),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Abraash Khan (CAN),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
Abrar Bilal (Aut),2019-2019,2019,2019,0,3,3,1,0,1,0,0,1 (0ct 1st),0.333,0.00,0.33,0.33
Abu Jayed (BDESH),2018-2018,2018,2018,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
AR Adams (NZ),2005-2006,2005,2006,1,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
VD Adewoye (NGA),2019-2019,2019,2019,0,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
Afsar Zazai (AFG),2013-2013,2013,2013,0,1,1,1,0,1,0,0,1 (0ct 1st),1,0.00,1.00,1.00
GJ Agius (MALTA),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
P Agnihotri (NOR),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
SA Ahmad (DEN),2019-2019,2019,2019,0,5,3,1,1,0,0,1,1 (1ct 0st),0.333,0.20,0.20,0.00
Ahmed Hassan (Mald),2019-2019,2019,2019,0,11,11,1,1,0,0,1,1 (1ct 0st),0.09,0.09,0.09,0.00
GW Aldridge (NZ),2011-2011,2011,2011,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
Amir Ali (OMAN),2015-2016,2015,2016,1,10,9,1,1,0,0,1,1 (1ct 0st),0.111,0.10,0.10,0.00
Amjad Ali (UAE),2014-2015,2014,2015,1,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
Anam Mollik (ITA),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Anasim Khan (BAH),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Aqib Iqbal (Aut),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
S Arachchige (ITA),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Arafat Sunny (BDESH),2014-2016,2014,2016,2,10,10,1,1,0,0,1,1 (1ct 0st),0.1,0.10,0.10,0.00
Aritra Dutta (SGP),2019-2019,2019,2019,0,8,8,1,1,0,0,1,1 (1ct 0st),0.125,0.13,0.13,0.00
P Arora (Mex),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
U Aryaman Sunil (SGP),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Ashiqullah Said (Belg),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
A Ashokan (CZK-R),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
Aslam Mohammad (),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
SK Atai (PNG),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
V Ateak (Ghana),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Atif Kamal (LUX),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
MS Aulakh (CAN),2012-2013,2012,2013,1,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
Avi Dixit (SGP),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
Awais Malik (QAT),2019-2019,2019,2019,0,11,11,1,1,0,0,1,1 (1ct 0st),0.09,0.09,0.09,0.00
MO Bacarese (GIBR),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
KS Bagabena (Ghana),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
JD Baker (Samoa),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
G Bakiweyem (Ghana),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
WD Balaji Rao (CAN),2008-2008,2008,2008,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Baljit Singh (ITA),2019-2019,2019,2019,0,8,7,1,1,0,0,1,1 (1ct 0st),0.142,0.13,0.13,0.00
JT Ball (ENG),2018-2018,2018,2018,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
CT Bancroft (AUS),2016-2016,2016,2016,0,1,1,1,1,0,1,0,1 (1ct 0st),1,1.00,1.00,0.00
HMCM Bandara (SL),2006-2009,2006,2009,3,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
S Bantzas (),2019-2019,2019,2019,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
AB Barath (WI),2010-2011,2010,2011,1,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
J Barker (LUX),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
P Baron (Arg),2019-2019,2019,2019,0,5,5,1,1,0,0,1,1 (1ct 0st),0.2,0.20,0.20,0.00
OO Bascome (BMUDA),2008-2019,2008,2019,11,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
T Bavuma (SA),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
RL Bhudia (KENYA),2007-2007,2007,2007,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
SR Bhudia (KENYA),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
Bilawal Bhatti (PAK),2013-2015,2013,2015,2,9,9,1,1,0,0,1,1 (1ct 0st),0.111,0.11,0.11,0.00
TR Birt (AUS),2010-2012,2010,2012,2,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
D Bishoo (WI),2011-2019,2011,2019,8,7,7,1,1,0,0,1,1 (1ct 0st),0.142,0.14,0.14,0.00
JAR Blain (SCOT),2007-2008,2007,2008,1,6,5,1,1,0,0,1,1 (1ct 0st),0.2,0.17,0.17,0.00
TA Blundell (NZ),2017-2018,2017,2018,1,3,3,1,1,0,1,0,1 (1ct 0st),0.333,0.33,0.33,0.00
SM Boland (AUS),2016-2016,2016,2016,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
SG Borthwick (ENG),2011-2011,2011,2011,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
LE Bosman (SA),2006-2010,2006,2010,4,14,14,1,1,0,0,1,1 (1ct 0st),0.071,0.07,0.07,0.00
IDR Bradshaw (WI),2006-2006,2006,2006,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
DR Briggs (ENG),2012-2014,2012,2014,2,7,6,1,1,0,0,1,1 (1ct 0st),0.166,0.14,0.14,0.00
N Buckle (GUE),2019-2019,2019,2019,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
J Bulele (Moz),2019-2019,2019,2019,0,7,6,1,1,0,0,1,1 (1ct 0st),0.166,0.14,0.14,0.00
DE Burgess (Samoa),2019-2019,2019,2019,0,4,4,1,1,0,0,1,1 (1ct 0st),0.25,0.25,0.25,0.00
DK Butler (WI),2006-2006,2006,2006,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
CL Cairns (NZ),2005-2006,2005,2006,1,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
JD Campbell (WI),2019-2019,2019,2019,0,2,2,1,1,0,0,1,1 (1ct 0st),0.5,0.50,0.50,0.00
RJ Campbell (HKG),2016-2016,2016,2016,0,3,3,1,1,0,0,1,1 (1ct 0st),0.333,0.33,0.33,0.00
MA Carberry (ENG),2014-2014,2014,2014,0,1,1,1,1,0,0,1,1 (1ct 0st),1,1.00,1.00,0.00
