Player,Span_bat,Start_Year_bat,End_Year_bat,Career_Length_bat,Mat_bat,Inns_bat,NO,Runs_bat,HS,HS_Numeric,HS_NotOut,Ave_bat,BF,SR_bat,100,50,0,Runs_Per_Match,Century_Rate,Fifty_Rate,Consistency_Score,Span_bowl,Start_Year_bowl,End_Year_bowl,Career_Length_bowl,Mat_bowl,Inns_bowl,Balls,Runs_bowl,Wkts,BBI,Ave_bowl,Econ,SR_bowl,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Catches_Per_Match,Dismissals_Per_Match,Stumping_Rate,has_batting,has_bowling,player_role_hint
MAR Samarasekera (SL),1983-1994,1983.0,1994.0,12.0,39.0,39.0,2.0,844.0,76,76.0,0.0,22.81,1207.0,69.92,0.0,4.0,2.0,21.64,0,10.26,41.654,1983-1994,1983,1994,11,39,11,338,291,0.0,-,-,5.16,-,0,0,0.00,0.19,0.06,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MAWR Madurasinghe (SL),1988-1992,1988.0,1992.0,5.0,12.0,6.0,4.0,21.0,8*,8.0,1.0,10.5,62.0,33.87,0.0,0.0,0.0,1.75,0,0,19.848,1988-1992,1988,1992,4,12,11,480,358,5.0,01-Nov,71.6,4.47,96,0,0,0.42,0.22,0.36,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MB Loye (ENG),2007-2007,2007.0,2007.0,1.0,7.0,7.0,0.0,142.0,45,45.0,0.0,20.28,184.0,77.17,0.0,0.0,1.0,20.29,0,0,43.036,2007-2007,2007,2007,0,7,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MB Owens (NZ),1992-1992,1992.0,1992.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0,3.0,0,0.0,0.0,1.0,0,0,0,0,1992-1992,1992,1992,0,1,1,48,37,0.0,-,-,4.62,-,0,0,0.00,0.22,0.06,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MBS Jonkman (NL),2006-2010,2006.0,2010.0,5.0,16.0,9.0,4.0,59.0,16,16.0,0.0,11.8,79.0,74.68,0.0,0.0,1.0,3.69,0,0,36.952,2006-2010,2006,2010,4,16,16,719,565,24.0,Mar-24,23.54,4.71,29.9,0,0,1.50,0.21,1.11,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MC Cowdrey (ENG),1971-1971,1971.0,1971.0,1.0,1.0,1.0,0.0,1.0,1,1.0,0.0,1,5.0,20,0.0,0.0,0.0,1,0,0,8.6,1971-1971,1971,1971,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MC Henriques (AUS),2009-2017,2009.0,2017.0,9.0,11.0,10.0,1.0,81.0,18,18.0,0.0,9,119.0,68.06,0.0,0.0,0.0,7.36,0,0,32.624,2009-2017,2009,2017,8,11,10,354,306,7.0,Mar-32,43.71,5.18,50.5,0,0,0.64,0.19,0.50,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MC Mendis (SL),1995-1995,1995.0,1995.0,1.0,1.0,1.0,1.0,3.0,3*,3.0,1.0,-,2.0,150,0.0,0.0,0.0,3,0,0,#VALUE!,1995-1995,1995,1995,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MC Snedden (NZ),1980-1990,1980.0,1990.0,11.0,93.0,54.0,19.0,535.0,64,64.0,0.0,15.28,843.0,63.46,0.0,1.0,4.0,5.75,0,1.08,34.552,1980-1990,1980,1990,10,93,90,4525,3237,114.0,Apr-34,28.39,4.29,39.6,1,0,1.23,0.23,0.93,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MC Sorensen (IRE),2013-2016,2013.0,2016.0,4.0,13.0,8.0,2.0,125.0,31,31.0,0.0,20.83,155.0,80.64,0.0,0.0,0.0,9.62,0,0,44.754,2013-2016,2013,2016,3,13,12,543,520,16.0,Apr-40,32.5,5.74,33.9,1,0,1.23,0.17,0.91,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MD Bailey (NZ),,,,,,,,,,,,,,,,,,,,,,1998-1998,1998,1998,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,False,True,Bowler
MD Bates (NZ),2012-2012,2012.0,2012.0,1.0,2.0,1.0,0.0,13.0,13,13.0,0.0,13,10.0,130,0.0,0.0,0.0,6.5,0,0,59.8,2012-2012,2012,2012,0,2,2,84,52,2.0,Jan-24,26,3.71,42,0,0,1.00,0.27,0.78,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MD Bell (NZ),1998-2001,1998.0,2001.0,4.0,7.0,7.0,0.0,133.0,66,66.0,0.0,19,268.0,49.62,0.0,1.0,0.0,19,0,14.29,31.248,1998-2001,1998,2001,3,7,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MD Crowe (NZ),1982-1995,1982.0,1995.0,14.0,143.0,140.0,18.0,4704.0,107*,107.0,1.0,38.55,6476.0,72.63,4.0,34.0,3.0,32.9,2.8,23.78,52.182,1982-1995,1982,1995,13,143,46,1296,954,29.0,02-Sep,32.89,4.41,44.6,0,0,0.20,0.23,0.21,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MD Dai (PNG),2014-2018,2014.0,2018.0,5.0,18.0,18.0,2.0,454.0,76*,76.0,1.0,28.37,585.0,77.6,0.0,3.0,1.0,25.22,0,16.67,48.062,2014-2018,2014,2018,4,18,18,954,675,18.0,Mar-58,37.5,4.24,53,0,0,1.00,0.24,0.77,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MD Gunathilaka (SL),2015-2019,2015.0,2019.0,5.0,38.0,37.0,1.0,1249.0,133,133.0,0.0,34.69,1454.0,85.9,2.0,8.0,1.0,32.87,5.26,21.05,55.174,2015-2019,2015,2019,4,38,18,306,296,6.0,Mar-48,49.33,5.8,51,0,0,0.16,0.17,0.16,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MD Marshall (WI),1980-1992,1980.0,1992.0,13.0,136.0,83.0,19.0,955.0,66,66.0,0.0,14.92,1246.0,76.64,0.0,2.0,5.0,7.02,0,1.47,39.608,1980-1992,1980,1992,12,136,134,7175,4233,157.0,Apr-18,26.96,3.53,45.7,6,0,1.15,0.28,0.89,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MD Moxon (ENG),1985-1988,1985.0,1988.0,4.0,8.0,8.0,0.0,174.0,70,70.0,0.0,21.75,325.0,53.53,0.0,1.0,1.0,21.75,0,12.5,34.462,1985-1988,1985,1988,3,8,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MD Patel (USA),2019-2019,2019.0,2019.0,1.0,9.0,9.0,1.0,260.0,82,82.0,0.0,32.5,392.0,66.32,0.0,2.0,3.0,28.89,0,22.22,46.028,2019-2019,2019,2019,0,9,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MD Shanaka (SL),2016-2019,2016.0,2019.0,4.0,22.0,19.0,1.0,468.0,68,68.0,0.0,26,404.0,115.84,0.0,3.0,1.0,21.27,0,13.64,61.936,2016-2019,2016,2019,3,22,12,282,274,10.0,May-43,27.4,5.82,28.2,0,1,0.45,0.17,0.37,0.045,,,,,,,,,,,,,,,,,True,True,All-rounder
MD Wettimuny (SL),1983-1983,1983.0,1983.0,1.0,1.0,1.0,0.0,2.0,2,2.0,0.0,2,11.0,18.18,0.0,0.0,0.0,2,0,0,8.472,1983-1983,1983,1983,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MDJ Walker (NZ),2003-2003,2003.0,2003.0,1.0,3.0,1.0,0.0,10.0,10,10.0,0.0,10,6.0,166.66,0.0,0.0,0.0,3.33,0,0,72.664,2003-2003,2003,2003,0,3,3,132,119,4.0,Apr-49,29.75,5.4,33,1,0,1.33,0.19,0.99,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MDK Perera (SL),2007-2018,2007.0,2018.0,12.0,13.0,12.0,0.0,152.0,30,30.0,0.0,12.66,199.0,76.38,0.0,0.0,0.0,11.69,0,0,38.148,2007-2018,2007,2018,11,13,10,456,409,13.0,Mar-48,31.46,5.38,35,0,0,1.00,0.19,0.76,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MDKJ Perera (SL),2013-2019,2013.0,2019.0,7.0,98.0,93.0,5.0,2739.0,135,135.0,0.0,31.12,2945.0,93,5.0,14.0,8.0,27.95,5.1,14.29,55.872,2013-2019,2013,2019,6,98,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
ME Trescothick (ENG),2000-2006,2000.0,2006.0,7.0,123.0,122.0,6.0,4335.0,137,137.0,0.0,37.37,5087.0,85.21,12.0,21.0,13.0,35.24,9.76,17.07,56.506,2000-2006,2000,2006,6,123,13,232,219,4.0,02-Jul,54.75,5.66,58,0,0,0.03,0.18,0.08,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
ME Waugh (AUS),1988-2002,1988.0,2002.0,15.0,244.0,236.0,20.0,8500.0,173,173.0,0.0,39.35,11053.0,76.9,18.0,50.0,16.0,34.84,7.38,20.49,54.37,1988-2002,1988,2002,14,244,120,3687,2938,85.0,May-24,34.56,4.78,43.3,1,1,0.35,0.21,0.31,0.004,,,,,,,,,,,,,,,,,True,True,All-rounder
MEK Hussey (AUS),2004-2012,2004.0,2012.0,9.0,185.0,157.0,44.0,5442.0,109*,109.0,1.0,48.15,6243.0,87.16,3.0,39.0,3.0,29.42,1.62,21.08,63.754,2004-2012,2004,2012,8,185,13,240,235,2.0,Jan-22,117.5,5.87,120,0,0,0.01,0.17,0.06,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MF Kent (AUS),1981-1981,1981.0,1981.0,1.0,5.0,5.0,1.0,78.0,33,33.0,0.0,19.5,133.0,58.64,0.0,0.0,0.0,15.6,0,0,35.156,1981-1981,1981,1981,0,5,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MF Maharoof (SL),2004-2016,2004.0,2016.0,13.0,109.0,75.0,18.0,1113.0,69*,69.0,1.0,19.52,1294.0,86.01,0.0,2.0,3.0,10.21,0,1.83,46.116,2004-2016,2004,2016,12,109,105,4640,3789,135.0,Jun-14,28.06,4.89,34.3,4,2,1.24,0.20,0.93,0.018,,,,,,,,,,,,,,,,,True,True,All-rounder
MF Malone (AUS),1977-1982,1977.0,1982.0,6.0,10.0,7.0,3.0,36.0,15*,15.0,1.0,9,63.0,57.14,0.0,0.0,0.0,3.6,0,0,28.256,1977-1982,1977,1982,5,10,10,612,315,11.0,02-Sep,28.63,3.08,55.6,0,0,1.10,0.32,0.87,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MG Bevan (AUS),1994-2004,1994.0,2004.0,11.0,232.0,196.0,67.0,6912.0,108*,108.0,1.0,53.58,9320.0,74.16,6.0,46.0,5.0,29.79,2.59,19.83,61.812,1994-2004,1994,2004,10,232,67,1966,1655,36.0,Mar-36,45.97,5.05,54.6,0,0,0.16,0.20,0.17,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MG Burgess (NZ),1973-1981,1973.0,1981.0,9.0,26.0,20.0,0.0,336.0,47,47.0,0.0,16.8,515.0,65.24,0.0,0.0,1.0,12.92,0,0,36.176,1973-1981,1973,1981,8,26,3,74,69,1.0,01-Oct,69,5.59,74,0,0,0.04,0.18,0.08,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MG Burmester (ZIM),1992-1995,1992.0,1995.0,4.0,8.0,7.0,1.0,109.0,39,39.0,0.0,18.16,207.0,52.65,0.0,0.0,0.0,13.63,0,0,31.956,1992-1995,1992,1995,3,8,7,209,213,5.0,Mar-36,42.6,6.11,41.8,0,0,0.63,0.16,0.49,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MG Erasmus (NAM),2019-2019,2019.0,2019.0,1.0,5.0,5.0,0.0,126.0,88,88.0,0.0,25.2,169.0,74.55,0.0,1.0,1.0,25.2,0,20,44.94,2019-2019,2019,2019,0,5,3,96,65,0.0,-,-,4.06,-,0,0,0.00,0.25,0.07,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MG Hughes (AUS),1988-1993,1988.0,1993.0,6.0,33.0,17.0,8.0,100.0,20,20.0,0.0,11.11,134.0,74.62,0.0,0.0,3.0,3.03,0,0,36.514,1988-1993,1988,1993,5,33,33,1639,1115,38.0,Apr-44,29.34,4.08,43.1,1,0,1.15,0.25,0.88,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MG Johnson (AUS),2005-2015,2005.0,2015.0,11.0,153.0,91.0,32.0,951.0,73*,73.0,1.0,16.11,987.0,96.35,0.0,2.0,6.0,6.22,0,1.31,48.206,2005-2015,2005,2015,10,153,150,7489,6038,239.0,Jun-31,25.26,4.83,31.3,9,3,1.56,0.21,1.16,0.020,,,,,,,,,,,,,,,,,True,True,All-rounder
MG Neser (AUS),2018-2018,2018.0,2018.0,1.0,2.0,2.0,0.0,8.0,6,6.0,0.0,4,16.0,50,0.0,0.0,0.0,4,0,0,22.4,2018-2018,2018,2018,0,2,2,100,120,2.0,Feb-46,60,7.2,50,0,0,1.00,0.14,0.74,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MG Vandort (SL),2006-2006,2006.0,2006.0,1.0,1.0,1.0,0.0,48.0,48,48.0,0.0,48,117.0,41.02,0.0,0.0,0.0,48,0,0,45.208,2006-2006,2006,2006,0,1,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MH Cross (SCOT),2014-2019,2014.0,2019.0,6.0,52.0,48.0,1.0,1136.0,114,114.0,0.0,24.17,1536.0,73.95,2.0,5.0,0.0,21.85,3.85,9.62,44.082,2014-2019,2014,2019,5,52,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MH Dekker (ZIM),1992-1996,1992.0,1996.0,5.0,23.0,22.0,2.0,379.0,79,79.0,0.0,18.95,798.0,47.49,0.0,2.0,0.0,16.48,0,8.7,30.366,1992-1996,1992,1996,4,23,12,347,290,9.0,Feb-16,32.22,5.01,38.5,0,0,0.39,0.20,0.33,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MH Denness (ENG),1973-1975,1973.0,1975.0,3.0,12.0,11.0,2.0,264.0,66,66.0,0.0,29.33,417.0,63.3,0.0,1.0,1.0,22,0,8.33,42.918,1973-1975,1973,1975,2,12,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MH Richardson (NZ),2002-2002,2002.0,2002.0,1.0,4.0,4.0,0.0,42.0,26,26.0,0.0,10.5,97.0,43.29,0.0,0.0,1.0,10.5,0,0,23.616,2002-2002,2002,2002,0,4,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MH Tissera (SL),1975-1975,1975.0,1975.0,1.0,3.0,3.0,0.0,78.0,52,52.0,0.0,26,147.0,53.06,0.0,1.0,0.0,26,0,33.33,36.824,1975-1975,1975,1975,0,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MH Yardy (ENG),2006-2011,2006.0,2011.0,6.0,28.0,24.0,8.0,326.0,60*,60.0,1.0,20.37,472.0,69.06,0.0,2.0,1.0,11.64,0,7.14,39.846,2006-2011,2006,2011,5,28,28,1332,1075,21.0,Mar-24,51.19,4.84,63.4,0,0,0.75,0.21,0.59,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MHN Walker (AUS),1974-1981,1974.0,1981.0,8.0,17.0,11.0,3.0,79.0,20,20.0,0.0,9.87,170.0,46.47,0.0,0.0,1.0,4.65,0,0,24.51,1974-1981,1974,1981,7,17,17,1006,546,20.0,Apr-19,27.3,3.25,50.3,1,0,1.18,0.31,0.92,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MHW Papps (NZ),2004-2005,2004.0,2005.0,2.0,6.0,6.0,2.0,207.0,92*,92.0,1.0,51.75,342.0,60.52,0.0,2.0,0.0,34.5,0,33.33,55.258,2004-2005,2004,2005,1,6,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MI Black (WI),2001-2001,2001.0,2001.0,1.0,5.0,2.0,0.0,4.0,4,4.0,0.0,2,14.0,28.57,0.0,0.0,1.0,0.8,0,0,12.628,2001-2001,2001,2001,0,5,5,228,196,0.0,-,-,5.15,-,0,0,0.00,0.19,0.06,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Bennett (AUS),1984-1985,1984.0,1985.0,2.0,8.0,4.0,1.0,9.0,6*,6.0,1.0,3,21.0,42.85,0.0,0.0,2.0,1.13,0,0,18.94,1984-1985,1984,1985,1,8,8,408,275,4.0,Feb-27,68.75,4.04,102,0,0,0.50,0.25,0.42,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Clarke (AUS),2003-2015,2003.0,2015.0,13.0,245.0,223.0,44.0,7981.0,130,130.0,0.0,44.58,10104.0,78.98,8.0,58.0,10.0,32.58,3.27,23.67,58.34,2003-2015,2003,2015,12,245,106,2585,2146,57.0,May-35,37.64,4.98,45.3,1,1,0.23,0.20,0.22,0.004,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Cosgrove (AUS),2006-2006,2006.0,2006.0,1.0,3.0,3.0,0.0,112.0,74,74.0,0.0,37.33,116.0,96.55,0.0,1.0,0.0,37.33,0,33.33,61.018,2006-2006,2006,2006,0,3,2,30,13,1.0,01-Jan,13,2.6,30,0,0,0.33,0.38,0.35,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Di Venuto (AUS),1997-1997,1997.0,1997.0,1.0,9.0,9.0,0.0,241.0,89,89.0,0.0,26.77,281.0,85.76,0.0,2.0,0.0,26.78,0,22.22,50.366,1997-1997,1997,1997,0,9,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Fourie (IRE),2007-2008,2007.0,2008.0,2.0,7.0,5.0,3.0,42.0,19*,19.0,1.0,21,51.0,82.35,0.0,0.0,0.0,6,0,0,45.54,2007-2008,2007,2008,1,7,5,179,128,1.0,Jan-33,128,4.29,179,0,0,0.14,0.23,0.17,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Greatbatch (NZ),1988-1996,1988.0,1996.0,9.0,84.0,83.0,5.0,2206.0,111,111.0,0.0,28.28,3099.0,71.18,2.0,13.0,7.0,26.26,2.38,15.48,45.44,1988-1996,1988,1996,8,84,1,6,5,0.0,-,-,5,-,0,0,0.00,0.20,0.06,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Guptill (NZ),2009-2019,2009.0,2019.0,11.0,179.0,176.0,19.0,6626.0,237*,237.0,1.0,42.2,7586.0,87.34,16.0,35.0,15.0,37.02,8.94,19.55,60.256,2009-2019,2009,2019,10,179,11,109,98,4.0,02-Jun,24.5,5.39,27.2,0,0,0.02,0.19,0.07,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Haslam (NZ),1992-1992,1992.0,1992.0,1.0,1.0,1.0,0.0,9.0,9,9.0,0.0,9,18.0,50,0.0,0.0,0.0,9,0,0,25.4,1992-1992,1992,1992,0,1,1,30,28,1.0,Jan-28,28,5.6,30,0,0,1.00,0.18,0.75,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Henry (NZ),2014-2019,2014.0,2019.0,6.0,52.0,21.0,7.0,211.0,48*,48.0,1.0,15.07,211.0,100,0.0,0.0,3.0,4.06,0,0,49.042,2014-2019,2014,2019,5,52,50,2703,2437,92.0,May-30,26.48,5.4,29.3,7,2,1.77,0.19,1.29,0.038,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Hoggard (ENG),2001-2006,2001.0,2006.0,6.0,26.0,6.0,2.0,17.0,7,7.0,0.0,4.25,30.0,56.66,0.0,0.0,1.0,0.65,0,0,25.214,2001-2006,2001,2006,5,26,26,1306,1152,32.0,May-49,36,5.29,40.8,0,1,1.23,0.19,0.92,0.038,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Horne (NZ),1997-2002,1997.0,2002.0,6.0,50.0,48.0,0.0,980.0,74,74.0,0.0,20.41,1515.0,64.68,0.0,5.0,3.0,19.6,0,10,38.118,1997-2002,1997,2002,5,50,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Lumb (ENG),2014-2014,2014.0,2014.0,1.0,3.0,3.0,0.0,165.0,106,106.0,0.0,55,203.0,81.28,1.0,0.0,0.0,55,33.33,0,65.512,2014-2014,2014,2014,0,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Mason (NZ),2003-2010,2003.0,2010.0,8.0,26.0,7.0,4.0,24.0,13*,13.0,1.0,8,45.0,53.33,0.0,0.0,1.0,0.92,0,0,26.132,2003-2010,2003,2010,7,26,25,1179,1024,31.0,Apr-24,33.03,5.21,38,1,0,1.19,0.19,0.89,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ McClenaghan (NZ),2013-2016,2013.0,2016.0,4.0,48.0,14.0,10.0,108.0,34*,34.0,1.0,27,138.0,78.26,0.0,0.0,0.0,2.25,0,0,47.504,2013-2016,2013,2016,3,48,45,2336,2313,82.0,May-58,28.2,5.94,28.4,6,1,1.71,0.17,1.25,0.021,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ North (AUS),2009-2009,2009.0,2009.0,1.0,2.0,2.0,0.0,6.0,5,5.0,0.0,3,19.0,31.57,0.0,0.0,0.0,3,0,0,14.428,2009-2009,2009,2009,0,2,1,18,16,0.0,-,-,5.33,-,0,0,0.00,0.19,0.06,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Petrie (SCOT),2009-2009,2009.0,2009.0,1.0,4.0,2.0,0.0,3.0,3,3.0,0.0,1.5,18.0,16.66,0.0,0.0,1.0,0.75,0,0,7.564,2009-2009,2009,2009,0,4,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Prior (ENG),2004-2011,2004.0,2011.0,8.0,68.0,62.0,9.0,1282.0,87,87.0,0.0,24.18,1670.0,76.76,0.0,3.0,5.0,18.85,0,4.41,45.212,2004-2011,2004,2011,7,68,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Santner (NZ),2015-2019,2015.0,2019.0,5.0,69.0,54.0,21.0,898.0,67,67.0,0.0,27.21,1021.0,87.95,0.0,2.0,3.0,13.01,0,2.9,51.506,2015-2019,2015,2019,4,69,64,3079,2510,69.0,May-50,36.37,4.89,44.6,0,1,1.00,0.20,0.76,0.014,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Slater (AUS),1993-1997,1993.0,1997.0,5.0,42.0,42.0,1.0,987.0,73,73.0,0.0,24.07,1634.0,60.4,0.0,9.0,3.0,23.5,0,21.43,38.602,1993-1997,1993,1997,4,42,2,12,11,0.0,-,-,5.5,-,0,0,0.00,0.18,0.05,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Smith (ENG),1973-1974,1973.0,1974.0,2.0,5.0,5.0,0.0,70.0,31,31.0,0.0,14,159.0,44.02,0.0,0.0,1.0,14,0,0,26.008,1973-1974,1973,1974,1,5,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MJ Smith (SCOT),1999-1999,1999.0,1999.0,1.0,5.0,5.0,0.0,19.0,13,13.0,0.0,3.8,85.0,22.35,0.0,0.0,0.0,3.8,0,0,11.22,1999-1999,1999,1999,0,5,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MJD Allingham (SCOT),1999-1999,1999.0,1999.0,1.0,3.0,3.0,0.0,11.0,6,6.0,0.0,3.66,96.0,11.45,0.0,0.0,0.0,3.67,0,0,6.776,1999-1999,1999,1999,0,3,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MJG Rippon (NL),2013-2018,2013.0,2018.0,6.0,6.0,4.0,1.0,71.0,51,51.0,0.0,23.66,112.0,63.39,0.0,1.0,0.0,11.83,0,16.67,39.552,2013-2018,2013,2018,5,6,6,252,167,10.0,Apr-37,16.7,3.97,25.2,1,0,1.67,0.25,1.24,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MJR Rindel (SA),1994-1999,1994.0,1999.0,6.0,22.0,22.0,1.0,575.0,106,106.0,0.0,27.38,860.0,66.86,1.0,2.0,1.0,26.14,4.55,9.09,43.172,1994-1999,1994,1999,5,22,12,270,242,6.0,Feb-15,40.33,5.37,45,0,0,0.27,0.19,0.25,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MK Pandey (INDIA),2015-2018,2015.0,2018.0,4.0,23.0,18.0,6.0,440.0,104*,104.0,1.0,36.66,479.0,91.85,1.0,2.0,2.0,19.13,4.35,8.7,58.736,2015-2018,2015,2018,3,23,-,-,-,,-,-,-,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,True,True,All-rounder
MK Tiwary (INDIA),2008-2015,2008.0,2015.0,8.0,12.0,12.0,1.0,287.0,104*,104.0,1.0,26.09,403.0,71.21,1.0,1.0,0.0,23.92,8.33,8.33,44.138,2008-2015,2008,2015,7,12,6,132,150,5.0,Apr-61,30,6.81,26.4,1,0,0.42,0.15,0.34,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
MKDI Amerasinghe (SL),2007-2008,2007.0,2008.0,2.0,8.0,4.0,4.0,6.0,5*,5.0,1.0,-,9.0,66.66,0.0,0.0,0.0,0.75,0,0,#VALUE!,2007-2008,2007,2008,1,8,8,426,363,9.0,Mar-44,40.33,5.11,47.3,0,0,1.13,0.20,0.85,0.000,,,,,,,,,,,,,,,,,True,True,All-rounder
